,City,County,Distance,Latitude,Longitude,State,Zip_Code
1186,LOS ANGELES,LOS ANGELES,10.15,34.0522,-118.2429,CA,90082
1187,LOS ANGELES,LOS ANGELES,10.15,34.0522,-118.2429,CA,90088
1188,LOS ANGELES,LOS ANGELES,10.15,34.0522,-118.2429,CA,90081
1189,LOS ANGELES,LOS ANGELES,10.15,34.0522,-118.2429,CA,90087
1190,LOS ANGELES,LOS ANGELES,10.15,34.0522,-118.2429,CA,90050
1191,LOS ANGELES,LOS ANGELES,10.15,34.0522,-118.2429,CA,90030
1192,LOS ANGELES,LOS ANGELES,10.15,34.0522,-118.2429,CA,90053
1193,ALHAMBRA,LOS ANGELES,10.22,34.0865,-118.1333,CA,91804
1194,LOS ANGELES,LOS ANGELES,10.3,34.082594,-118.177274,CA,90032
1195,LOS ANGELES,LOS ANGELES,10.31,33.953042,-118.309428,CA,90047
1196,ROSEMEAD,LOS ANGELES,10.39,34.0806,-118.0716,CA,91772
1197,ROSEMEAD,LOS ANGELES,10.39,34.0806,-118.0716,CA,91771
1198,FULLERTON,ORANGE,10.42,33.880916,-117.963038,CA,92833
1199,LOS ALAMITOS,ORANGE,10.48,33.797166,-118.062836,CA,90720
1200,SAN GABRIEL,LOS ANGELES,10.5,34.087362,-118.093492,CA,91776
1201,ALHAMBRA,LOS ANGELES,10.5,34.090526,-118.134604,CA,91801
1202,LONG BEACH,LOS ANGELES,10.51,33.786203,-118.145179,CA,90804
1203,LOS ANGELES,LOS ANGELES,10.53,34.040499,-118.267022,CA,90015
1204,LOS ANGELES,LOS ANGELES,10.54,34.0765,-118.2093,CA,90096
1205,CITY OF INDUSTRY,LOS ANGELES,10.57,34.0914,-118.1226,CA,91716
1206,LOS ANGELES,LOS ANGELES,10.63,34.052456,-118.255309,CA,90071
1207,LA PUENTE,LOS ANGELES,10.63,34.043272,-117.995326,CA,91746
1208,LOS ANGELES,LOS ANGELES,10.64,34.02654,-118.282786,CA,90007
1209,LOS ANGELES,LOS ANGELES,10.65,34.0583,-118.2476,CA,90189
1210,LA HABRA,ORANGE,10.66,33.9319,-117.9455,CA,90632
1211,CARSON,LOS ANGELES,10.66,33.826185,-118.258874,CA,90745
1212,LA HABRA,ORANGE,10.66,33.9319,-117.9455,CA,90633
1213,LOS ANGELES,LOS ANGELES,10.72,34.021843,-118.288333,CA,90089
1214,LOS ANGELES,LOS ANGELES,10.77,34.0597,-118.2489,CA,90099
1215,CITY OF INDUSTRY,LOS ANGELES,10.78,34.0945,-118.1256,CA,91715
1216,CITY OF INDUSTRY,LOS ANGELES,10.78,34.0945,-118.1256,CA,91714
1217,LOS ANGELES,LOS ANGELES,10.8,34.065549,-118.24054,CA,90012
1218,LONG BEACH,LOS ANGELES,10.81,33.781929,-118.11567,CA,90840
1219,EL MONTE,LOS ANGELES,10.81,34.0689,-118.0268,CA,91735
1220,EL MONTE,LOS ANGELES,10.81,34.0689,-118.0268,CA,91734
1221,ALHAMBRA,LOS ANGELES,10.84,34.0954,-118.1263,CA,91899
1222,ALHAMBRA,LOS ANGELES,10.84,34.0954,-118.1263,CA,91802
1223,ALHAMBRA,LOS ANGELES,10.84,34.0954,-118.1263,CA,91896
1224,LONG BEACH,LOS ANGELES,10.84,33.7823,-118.1555,CA,90831
1225,LOS ANGELES,LOS ANGELES,10.93,34.07913,-118.218128,CA,90031
1226,EL MONTE,LOS ANGELES,10.93,34.07994,-118.045357,CA,91731
1227,LONG BEACH,LOS ANGELES,10.97,33.7808,-118.1589,CA,90833
1228,SAN GABRIEL,LOS ANGELES,10.99,34.0962,-118.1052,CA,91778
1229,LOS ANGELES,LOS ANGELES,11.03,34.05285,-118.264858,CA,90017
1230,GARDENA,LOS ANGELES,11.05,33.899712,-118.317669,CA,90249
1231,LOS ANGELES,LOS ANGELES,11.22,34.003654,-118.309719,CA,90062
1232,CARSON,LOS ANGELES,11.33,33.8317,-118.2811,CA,90749
1233,EL MONTE,LOS ANGELES,11.34,34.070864,-118.014048,CA,91732
1234,DODGERTOWN,LOS ANGELES,11.36,34.072662,-118.245296,CA,90090
1235,INGLEWOOD,LOS ANGELES,11.49,33.934602,-118.330831,CA,90303
1236,LONG BEACH,LOS ANGELES,11.54,33.771097,-118.142338,CA,90814
1237,LOS ANGELES,LOS ANGELES,11.58,34.0578,-118.2725,CA,90070
1238,INGLEWOOD,LOS ANGELES,11.59,33.959984,-118.33094,CA,90305
1239,TORRANCE,LOS ANGELES,11.73,33.833983,-118.292258,CA,90502
1240,ANAHEIM,ORANGE,11.76,33.84778,-117.957293,CA,92801
1241,LONG BEACH,LOS ANGELES,11.83,33.777769,-118.203827,CA,90813
1242,LA PUENTE,LOS ANGELES,11.89,34.0203,-117.9487,CA,91747
1243,LA PUENTE,LOS ANGELES,11.89,34.0203,-117.9487,CA,91749
1244,LOS ANGELES,LOS ANGELES,11.94,34.047604,-118.292271,CA,90006
1245,LOS ANGELES,LOS ANGELES,11.95,34.062349,-118.27615,CA,90057
1246,LOS ANGELES,LOS ANGELES,12.13,34.076068,-118.262339,CA,90026
1247,SOUTH PASADENA,LOS ANGELES,12.14,34.113024,-118.156517,CA,91030
1248,ANAHEIM,ORANGE,12.15,33.8444,-117.9519,CA,92809
1249,TORRANCE,LOS ANGELES,12.19,33.883212,-118.332493,CA,90506
1250,GARDEN GROVE,ORANGE,12.26,33.78296,-118.026926,CA,92845
1251,TEMPLE CITY,LOS ANGELES,12.26,34.103091,-118.050886,CA,91780
1252,LONG BEACH,LOS ANGELES,12.27,33.7668,-118.1886,CA,90853
1253,LONG BEACH,LOS ANGELES,12.27,33.7668,-118.1886,CA,90801
1254,LONG BEACH,LOS ANGELES,12.27,33.7668,-118.1886,CA,90846
1255,LONG BEACH,LOS ANGELES,12.27,33.7668,-118.1886,CA,90848
1256,LONG BEACH,LOS ANGELES,12.27,33.7668,-118.1886,CA,90809
1257,LONG BEACH,LOS ANGELES,12.27,33.7668,-118.1886,CA,90844
1258,LONG BEACH,LOS ANGELES,12.27,33.7668,-118.1886,CA,90832
1259,LONG BEACH,LOS ANGELES,12.27,33.7668,-118.1886,CA,90842
1260,LONG BEACH,LOS ANGELES,12.27,33.7668,-118.1886,CA,90847
1261,LONG BEACH,LOS ANGELES,12.31,33.759576,-118.13021,CA,90803
1262,SOUTH PASADENA,LOS ANGELES,12.32,34.1162,-118.1497,CA,91031
1263,LOS ANGELES,LOS ANGELES,12.33,33.985471,-118.337998,CA,90043
1264,LOS ANGELES,LOS ANGELES,12.36,34.027281,-118.317659,CA,90018
1265,TORRANCE,LOS ANGELES,12.37,33.872637,-118.331348,CA,90504
1266,ANAHEIM,ORANGE,12.39,33.810422,-117.97942,CA,92804
1267,HAWTHORNE,LOS ANGELES,12.46,33.912776,-118.345632,CA,90250
1268,STANTON,ORANGE,12.46,33.795232,-117.998295,CA,90680
1269,SAN GABRIEL,LOS ANGELES,12.47,34.116316,-118.092668,CA,91775
1270,LOS ANGELES,LOS ANGELES,12.56,34.113302,-118.191494,CA,90042
1271,SAN MARINO,LOS ANGELES,12.64,34.121189,-118.115064,CA,91108
1272,FULLERTON,ORANGE,12.69,33.870302,-117.92562,CA,92832
1273,HAWTHORNE,LOS ANGELES,12.75,33.9167,-118.3514,CA,90251
1274,INGLEWOOD,LOS ANGELES,12.76,33.9609,-118.3514,CA,90311
1275,INGLEWOOD,LOS ANGELES,12.82,33.9617,-118.3523,CA,90310
1276,INGLEWOOD,LOS ANGELES,12.82,33.9617,-118.3523,CA,90307
1277,INGLEWOOD,LOS ANGELES,12.82,33.9617,-118.3523,CA,90312
1278,INGLEWOOD,LOS ANGELES,12.82,33.9617,-118.3523,CA,90306
1279,INGLEWOOD,LOS ANGELES,12.82,33.9617,-118.3523,CA,90308
1280,INGLEWOOD,LOS ANGELES,12.82,33.9617,-118.3523,CA,90309
1281,SEAL BEACH,ORANGE,12.85,33.756867,-118.078642,CA,90740
1282,TORRANCE,LOS ANGELES,12.87,33.830237,-118.313538,CA,90501
1283,LA PUENTE,LOS ANGELES,12.97,34.028794,-117.932986,CA,91744
1284,INGLEWOOD,LOS ANGELES,13.03,33.972916,-118.353822,CA,90302
1285,FULLERTON,ORANGE,13.15,33.902868,-117.905932,CA,92835
1286,LOS ANGELES,LOS ANGELES,13.19,34.111484,-118.228648,CA,90065
1287,LOS ANGELES,LOS ANGELES,13.21,34.006924,-118.345668,CA,90008
1288,WILMINGTON,LOS ANGELES,13.23,33.778916,-118.25927,CA,90744
1289,INGLEWOOD,LOS ANGELES,13.24,33.934563,-118.361284,CA,90304
1290,WILMINGTON,LOS ANGELES,13.25,33.78,-118.2619,CA,90748
1291,LOS ANGELES,LOS ANGELES,13.26,34.058384,-118.311342,CA,90005
1292,INGLEWOOD,LOS ANGELES,13.31,33.958356,-118.361289,CA,90301
1293,GARDEN GROVE,ORANGE,13.37,33.78837,-117.983188,CA,92841
1294,ROWLAND HEIGHTS,LOS ANGELES,13.39,33.979848,-117.903167,CA,91748
1295,LAWNDALE,LOS ANGELES,13.41,33.887418,-118.356098,CA,90260
1296,LOS ANGELES,LOS ANGELES,13.51,34.063288,-118.312069,CA,90010
1297,HARBOR CITY,LOS ANGELES,13.57,33.798014,-118.296692,CA,90710
1298,LOS ANGELES,LOS ANGELES,13.6,34.066086,-118.311404,CA,90020
1299,ARCADIA,LOS ANGELES,13.7,34.125076,-118.049534,CA,91007
1300,PASADENA,LOS ANGELES,13.76,34.13791,-118.12945,CA,91106
1301,BREA,ORANGE,13.85,33.9235,-117.8904,CA,92822
1302,TORRANCE,LOS ANGELES,13.94,33.8355,-118.3399,CA,90507
1303,TORRANCE,LOS ANGELES,13.94,33.8355,-118.3399,CA,90510
1304,TORRANCE,LOS ANGELES,13.94,33.8355,-118.3399,CA,90508
1305,TORRANCE,LOS ANGELES,13.94,33.8355,-118.3399,CA,90509
1306,LOS ANGELES,LOS ANGELES,13.97,34.089679,-118.292618,CA,90029
1307,FULLERTON,ORANGE,13.99,33.8796,-117.8978,CA,92837
1308,FULLERTON,ORANGE,13.99,33.8796,-117.8978,CA,92834
1309,FULLERTON,ORANGE,13.99,33.8796,-117.8978,CA,92838
1310,FULLERTON,ORANGE,13.99,33.8796,-117.8978,CA,92836
1311,LONG BEACH,LOS ANGELES,14.03,33.746545,-118.213256,CA,90802
1312,LOS ANGELES,LOS ANGELES,14.03,34.076067,-118.310767,CA,90004
1313,BREA,ORANGE,14.13,33.92701,-117.885398,CA,92821
1314,WEST COVINA,LOS ANGELES,14.15,34.070095,-117.941934,CA,91790
1315,LOS ANGELES,LOS ANGELES,14.16,34.1341,-118.205333,CA,90041
1316,PASADENA,LOS ANGELES,14.18,34.142701,-118.158077,CA,91123
1317,LOS ANGELES,LOS ANGELES,14.19,34.048545,-118.339502,CA,90019
1318,WEST COVINA,LOS ANGELES,14.26,34.0689,-117.9383,CA,91793
1319,WESTMINSTER,ORANGE,14.26,33.7595,-118.0059,CA,92684
1320,ANAHEIM,ORANGE,14.3,33.8354,-117.9148,CA,92899
1321,FULLERTON,ORANGE,14.31,33.876775,-117.893091,CA,92831
1322,ANAHEIM,ORANGE,14.36,33.8355,-117.9136,CA,92816
1323,ANAHEIM,ORANGE,14.36,33.8355,-117.9136,CA,92803
1324,ANAHEIM,ORANGE,14.36,33.8355,-117.9136,CA,92817
1325,ANAHEIM,ORANGE,14.36,33.8355,-117.9136,CA,92814
1326,ANAHEIM,ORANGE,14.36,33.8355,-117.9136,CA,92850
1327,PASADENA,LOS ANGELES,14.36,34.144298,-118.168104,CA,91105
1328,ANAHEIM,ORANGE,14.36,33.8355,-117.9136,CA,92825
1329,ANAHEIM,ORANGE,14.36,33.8355,-117.9136,CA,92815
1330,ANAHEIM,ORANGE,14.36,33.8355,-117.9136,CA,92812
1331,PASADENA,LOS ANGELES,14.39,34.146829,-118.138157,CA,91101
1332,BALDWIN PARK,LOS ANGELES,14.42,34.096564,-117.966695,CA,91706
1333,LAWNDALE,LOS ANGELES,14.44,33.895363,-118.376895,CA,90261
1334,TORRANCE,LOS ANGELES,14.45,33.840222,-118.353171,CA,90503
1335,LOS ANGELES,LOS ANGELES,14.45,34.029034,-118.357757,CA,90016
1336,LOS ANGELES,LOS ANGELES,14.45,34.12059,-118.255117,CA,90039
1337,PASADENA,LOS ANGELES,14.46,34.1478,-118.1436,CA,91129
1338,SAN MARINO,LOS ANGELES,14.46,34.1478,-118.1436,CA,91118
1339,PASADENA,LOS ANGELES,14.46,34.1478,-118.1436,CA,91124
1340,PASADENA,LOS ANGELES,14.46,34.1478,-118.1436,CA,91109
1341,PASADENA,LOS ANGELES,14.46,34.1478,-118.1436,CA,91185
1342,PASADENA,LOS ANGELES,14.46,34.1478,-118.1436,CA,91115
1343,PASADENA,LOS ANGELES,14.46,34.1478,-118.1436,CA,91126
1344,PASADENA,LOS ANGELES,14.46,34.1478,-118.1436,CA,91189
1345,PASADENA,LOS ANGELES,14.46,34.1478,-118.1436,CA,91184
1346,PASADENA,LOS ANGELES,14.46,34.1478,-118.1436,CA,91117
1347,PASADENA,LOS ANGELES,14.46,34.1478,-118.1436,CA,91182
1348,PASADENA,LOS ANGELES,14.46,34.1478,-118.1436,CA,91102
1349,PASADENA,LOS ANGELES,14.46,34.1478,-118.1436,CA,91188
1350,PASADENA,LOS ANGELES,14.46,34.1478,-118.1436,CA,91114
1351,PASADENA,LOS ANGELES,14.46,34.1478,-118.1436,CA,91121
1352,PASADENA,LOS ANGELES,14.46,34.1478,-118.1436,CA,91110
1353,PASADENA,LOS ANGELES,14.46,34.1478,-118.1436,CA,91125
1354,PASADENA,LOS ANGELES,14.46,34.1478,-118.1436,CA,91116
1355,LOS ANGELES,LOS ANGELES,14.51,33.994486,-118.374313,CA,90056
1356,REDONDO BEACH,LOS ANGELES,14.54,33.874488,-118.372031,CA,90278
1357,ARCADIA,LOS ANGELES,14.65,34.134384,-118.032442,CA,91006
1358,WEST COVINA,LOS ANGELES,14.68,34.024611,-117.897285,CA,91792
1359,SURFSIDE,ORANGE,14.69,33.728399,-118.085506,CA,90743
1360,LOMITA,LOS ANGELES,14.8,33.791307,-118.318634,CA,90717
1361,ANAHEIM,ORANGE,14.83,33.826348,-117.910453,CA,92805
1362,ARCADIA,LOS ANGELES,14.95,34.1398,-118.0346,CA,91077
1363,GLENDALE,LOS ANGELES,14.95,34.134615,-118.24156,CA,91205
1364,ARCADIA,LOS ANGELES,14.95,34.1398,-118.0346,CA,91066
1365,LOWELL,MIDDLESEX,0.64,42.6435,-71.3101,MA,01853
1366,LOWELL,MIDDLESEX,1.37,42.624348,-71.339113,MA,01851
1367,LOWELL,MIDDLESEX,1.45,42.628515,-71.296476,MA,01852
1368,LOWELL,MIDDLESEX,1.46,42.655639,-71.303458,MA,01850
1369,LOWELL,MIDDLESEX,1.47,42.649275,-71.346363,MA,01854
1370,NORTH CHELMSFORD,MIDDLESEX,3.48,42.631398,-71.388618,MA,01863
1371,DRACUT,MIDDLESEX,3.75,42.69256,-71.309028,MA,01826
1372,CHELMSFORD,MIDDLESEX,3.87,42.587771,-71.35176,MA,01824
1373,TEWKSBURY,MIDDLESEX,4.95,42.611064,-71.231595,MA,01876
1374,NORTH BILLERICA,MIDDLESEX,5.1,42.568284,-71.29229,MA,01862
1375,TYNGSBORO,MIDDLESEX,5.86,42.658821,-71.432972,MA,01879
1376,BILLERICA,MIDDLESEX,6.14,42.5586,-71.2695,MA,01822
1377,ANDOVER,ESSEX,7.03,42.6495,-71.1838,MA,05501
1378,BILLERICA,MIDDLESEX,7.04,42.549069,-71.25588,MA,01821
1379,PELHAM,HILLSBOROUGH,7.05,42.741088,-71.316056,NH,03076
1380,WESTFORD,MIDDLESEX,7.05,42.588996,-71.441744,MA,01886
1381,NUTTING LAKE,MIDDLESEX,7.46,42.5381,-71.2689,MA,01865
1382,CARLISLE,MIDDLESEX,7.55,42.53213,-71.352461,MA,01741
1383,ANDOVER,ESSEX,7.94,42.649578,-71.166028,MA,01810
1384,PINEHURST,MIDDLESEX,8.88,42.5304,-71.2278,MA,01866
1385,LAWRENCE,ESSEX,8.92,42.691573,-71.161102,MA,01843
1386,WILMINGTON,MIDDLESEX,9.03,42.565327,-71.174652,MA,01887
1387,LAWRENCE,ESSEX,9.19,42.7069,-71.166,MA,01842
1388,LAWRENCE,ESSEX,9.37,42.708653,-71.163282,MA,01841
1389,METHUEN,ESSEX,9.41,42.731861,-71.18578,MA,01844
1390,LAWRENCE,ESSEX,9.43,42.70594,-71.159753,MA,01840
1391,ANDOVER,ESSEX,9.44,42.6585,-71.1377,MA,01812
1392,ANDOVER,ESSEX,9.45,42.6586,-71.1375,MA,01899
1393,DUNSTABLE,MIDDLESEX,9.53,42.673198,-71.502242,MA,01827
1394,HUDSON,HILLSBOROUGH,9.67,42.761768,-71.412573,NH,03051
1395,NASHUA,HILLSBOROUGH,9.76,42.734521,-71.462396,NH,03060
1396,BEDFORD,MIDDLESEX,9.88,42.49988,-71.275308,MA,01730
1397,ACTON,MIDDLESEX,9.92,42.519469,-71.428982,MA,01718
1398,NASHUA,HILLSBOROUGH,10.86,42.730416,-71.494756,NH,03062
1399,LITTLETON,MIDDLESEX,10.89,42.537958,-71.484974,MA,01460
1400,BURLINGTON,MIDDLESEX,10.94,42.505988,-71.204536,MA,01803
1401,BURLINGTON,MIDDLESEX,11.26,42.5044,-71.1964,MA,01805
1402,NASHUA,HILLSBOROUGH,11.51,42.7656,-71.4682,NH,03061
1403,WINDHAM,ROCKINGHAM,11.54,42.805495,-71.301507,NH,03087
1404,SALEM,ROCKINGHAM,11.81,42.794954,-71.225568,NH,03079
1405,NORTH ANDOVER,ESSEX,12.1,42.673022,-71.088049,MA,01845
1406,HANSCOM AFB,MIDDLESEX,12.28,42.463052,-71.285098,MA,01731
1407,ACTON,MIDDLESEX,12.28,42.484174,-71.439501,MA,01720
1408,CONCORD,MIDDLESEX,12.51,42.460612,-71.364231,MA,01742
1409,NASHUA,HILLSBOROUGH,12.54,42.782582,-71.472035,NH,03064
1410,NORTH READING,MIDDLESEX,12.6,42.58049,-71.087025,MA,01864
1411,GROTON,MIDDLESEX,13.09,42.6112,-71.5752,MA,01471
1412,GROTON,MIDDLESEX,13.09,42.6112,-71.5752,MA,01470
1413,NORTH READING,MIDDLESEX,13.09,42.5763,-71.0788,MA,01889
1414,GROTON,MIDDLESEX,13.13,42.61619,-71.576808,MA,01450
1415,WOBURN,MIDDLESEX,13.23,42.489526,-71.158884,MA,01801
1416,READING,MIDDLESEX,13.28,42.533282,-71.103608,MA,01867
1417,LEXINGTON,MIDDLESEX,13.6,42.457706,-71.216824,MA,02420
1418,AYER,MIDDLESEX,13.68,42.562912,-71.568824,MA,01432
1419,WEST BOXFORD,ESSEX,13.84,42.7077,-71.0658,MA,01885
1420,NASHUA,HILLSBOROUGH,13.9,42.771339,-71.52696,NH,03063
1421,WOBURN,MIDDLESEX,13.94,42.4806,-71.1516,MA,01888
1422,WOBURN,MIDDLESEX,13.98,42.4793,-71.1526,MA,01813
1423,WOBURN,MIDDLESEX,13.98,42.4793,-71.1526,MA,01815
1424,LEXINGTON,MIDDLESEX,14.23,42.443014,-71.234851,MA,02421
1425,BOXBOROUGH,MIDDLESEX,14.3,42.491359,-71.517726,MA,01719
1426,PEPPERELL,MIDDLESEX,14.3,42.665524,-71.599356,MA,01463
1427,HAVERHILL,ESSEX,14.32,42.753546,-71.086654,MA,01835
1428,HAVERHILL,ESSEX,14.34,42.791176,-71.129295,MA,01832
1429,NORTH SALEM,ROCKINGHAM,14.57,42.8368,-71.2213,NH,03073
1430,LINCOLN,MIDDLESEX,14.63,42.427159,-71.312442,MA,01773
1431,ENGLEWOOD,ARAPAHOE,1.82,39.565706,-104.857828,CO,80112
1432,ENGLEWOOD,ARAPAHOE,2.31,39.62401,-104.871963,CO,80111
1433,LITTLETON,DOUGLAS,3.34,39.5466,-104.8954,CO,80163
1434,DENVER,DENVER,3.84,39.638475,-104.905946,CO,80237
1435,LITTLETON,DOUGLAS,4.54,39.540017,-104.923509,CO,80130
1436,LITTLETON,ARAPAHOE,4.68,39.580589,-104.955751,CO,80122
1437,AURORA,ARAPAHOE,4.8,39.6577,-104.845028,CO,80014
1438,LITTLETON,ARAPAHOE,4.88,39.613884,-104.955492,CO,80121
1439,AURORA,ARAPAHOE,5.06,39.6595,-104.8368,CO,80044
1440,AURORA,ARAPAHOE,5.35,39.619884,-104.776348,CO,80015
1441,LITTLETON,DOUGLAS,5.73,39.53472,-104.948452,CO,80126
1442,ENGLEWOOD,ARAPAHOE,5.75,39.641366,-104.954591,CO,80113
1443,DENVER,DENVER,5.94,39.675748,-104.886004,CO,80231
1444,LONE TREE,DOUGLAS,6.2,39.516974,-104.935784,CO,80124
1445,DENVER,DENVER,6.45,39.67299,-104.926129,CO,80222
1446,DENVER,DENVER,6.93,39.685286,-104.912387,CO,80224
1447,AURORA,ARAPAHOE,7.09,39.6867,-104.8218,CO,80046
1448,DENVER,ARAPAHOE,7.11,39.693021,-104.884772,CO,80247
1449,AURORA,ARAPAHOE,7.43,39.660439,-104.76315,CO,80013
1450,ENGLEWOOD,ARAPAHOE,7.45,39.6478,-104.9875,CO,80151
1451,ENGLEWOOD,ARAPAHOE,7.45,39.6478,-104.9875,CO,80155
1452,ENGLEWOOD,ARAPAHOE,7.45,39.6478,-104.9875,CO,80150
1453,DENVER,DENVER,7.74,39.675449,-104.964048,CO,80210
1454,LITTLETON,ARAPAHOE,7.79,39.597938,-105.014696,CO,80120
1455,DENVER,DENVER,7.95,39.680174,-104.962855,CO,80208
1456,AURORA,ARAPAHOE,7.98,39.703795,-104.837948,CO,80012
1457,LITTLETON,ARAPAHOE,8.02,39.6135,-105.0164,CO,80160
1458,LITTLETON,ARAPAHOE,8.02,39.6135,-105.0164,CO,80166
1459,LITTLETON,ARAPAHOE,8.02,39.6135,-105.0164,CO,80161
1460,LITTLETON,ARAPAHOE,8.02,39.6135,-105.0164,CO,80165
1461,LITTLETON,DOUGLAS,8.27,39.542306,-105.010866,CO,80129
1462,AURORA,ARAPAHOE,8.32,39.602188,-104.713858,CO,80016
1463,DENVER,DENVER,8.53,39.704601,-104.931236,CO,80246
1464,ENGLEWOOD,ARAPAHOE,8.6,39.649278,-105.011248,CO,80110
1465,AURORA,ARAPAHOE,8.76,39.698109,-104.781797,CO,80017
1466,PARKER,DOUGLAS,8.8,39.489446,-104.768772,CO,80134
1467,DENVER,DENVER,9.0,39.719953,-104.891753,CO,80230
1468,DENVER,DENVER,9.44,39.705644,-104.964853,CO,80209
1469,DENVER,DENVER,9.71,39.649368,-105.034572,CO,80236
1470,DENVER,DENVER,9.97,39.731077,-104.912719,CO,80220
1471,DENVER,DENVER,10.08,39.692916,-105.003914,CO,80223
1472,LITTLETON,JEFFERSON,10.11,39.5928,-105.0585,CO,80162
1473,AURORA,ARAPAHOE,10.32,39.739826,-104.856217,CO,80010
1474,CASTLE ROCK,DOUGLAS,10.32,39.442203,-104.84443,CO,80108
1475,DENVER,DENVER,10.36,39.731056,-104.93779,CO,80262
1476,AURORA,ADAMS,10.4,39.7378,-104.8268,CO,80042
1477,LITTLETON,JEFFERSON,10.48,39.613606,-105.063244,CO,80123
1478,AURORA,ARAPAHOE,10.57,39.729297,-104.784888,CO,80011
1479,AURORA,ADAMS,10.58,39.7439,-104.8706,CO,80040
1480,DENVER,DENVER,10.66,39.730725,-104.95321,CO,80206
1481,LOUVIERS,DOUGLAS,10.83,39.4759,-105.0076,CO,80131
1482,AURORA,ADAMS,10.87,39.7462,-104.837,CO,80045
1483,AURORA,ARAPAHOE,11.12,39.7502,-104.8403,CO,80047
1484,DENVER,DENVER,11.2,39.732367,-104.971308,CO,80218
1485,DENVER,DENVER,11.44,39.696254,-105.034428,CO,80219
1486,DENVER,DENVER,11.48,39.732026,-104.982468,CO,80203
1487,LITTLETON,JEFFERSON,11.48,39.570494,-105.082518,CO,80128
1488,DENVER,DENVER,11.96,39.7393,-104.9845,CO,80263
1489,DENVER,DENVER,11.96,39.7393,-104.9844,CO,80201
1490,DENVER,DENVER,11.96,39.7393,-104.9845,CO,80256
1491,DENVER,DENVER,11.96,39.7393,-104.9845,CO,80248
1492,DENVER,DENVER,11.96,39.7393,-104.9845,CO,80244
1493,DENVER,DENVER,11.96,39.7393,-104.9844,CO,80217
1494,DENVER,DENVER,11.96,39.7393,-104.9845,CO,80291
1495,DENVER,DENVER,11.96,39.7393,-104.9845,CO,80243
1496,DENVER,DENVER,11.96,39.7393,-104.9845,CO,80271
1497,DENVER,DENVER,11.96,39.7393,-104.9845,CO,80274
1498,DENVER,DENVER,11.96,39.7393,-104.9845,CO,80257
1499,DENVER,DENVER,11.96,39.7393,-104.9845,CO,80299
1500,DENVER,DENVER,11.96,39.7393,-104.9845,CO,80261
1501,DENVER,DENVER,11.96,39.7393,-104.9845,CO,80281
1502,DENVER,DENVER,11.96,39.7393,-104.9845,CO,80259
1503,DENVER,DENVER,11.96,39.7393,-104.9845,CO,80273
1504,DENVER,DENVER,11.96,39.7393,-104.9845,CO,80250
1505,PARKER,DOUGLAS,11.97,39.501135,-104.677176,CO,80138
1506,DENVER,DENVER,12.05,39.761824,-104.91337,CO,80207
1507,LITTLETON,DOUGLAS,12.11,39.483761,-105.04907,CO,80125
1508,DENVER,DENVER,12.18,39.742486,-104.985636,CO,80264
1509,AURORA,ARAPAHOE,12.23,39.68927,-104.678677,CO,80018
1510,DENVER,DENVER,12.31,39.744086,-104.986986,CO,80290
1511,DENVER,DENVER,12.32,39.769004,-104.880012,CO,80238
1512,AURORA,ARAPAHOE,12.45,39.7688,-104.8324,CO,80041
1513,DENVER,DENVER,12.53,39.746286,-104.990136,CO,80293
1514,DENVER,JEFFERSON,12.59,39.645815,-105.093936,CO,80235
1515,DENVER,DENVER,12.7,39.749436,-104.989486,CO,80294
1516,DENVER,DENVER,12.71,39.758341,-104.96767,CO,80205
1517,DENVER,DENVER,12.72,39.7483,-104.9928,CO,80265
1518,DENVER,DENVER,12.96,39.737736,-105.020317,CO,80204
1519,DENVER,DENVER,13.06,39.7656,-104.9626,CO,80266
1520,DENVER,DENVER,13.12,39.752627,-104.998086,CO,80202
1521,DENVER,JEFFERSON,13.67,39.689456,-105.091249,CO,80232
1522,DENVER,DENVER,13.91,39.789772,-104.828404,CO,80239
1523,DENVER,DENVER,13.96,39.784905,-104.941932,CO,80216
1524,DENVER,JEFFERSON,14.15,39.660278,-105.118578,CO,80227
1525,DENVER,DENVER,14.36,39.764131,-105.017788,CO,80211
1526,DENVER,JEFFERSON,14.44,39.71069,-105.090842,CO,80226
1527,ELGIN,KANE,0.59,42.034952,-88.312028,IL,60123
1528,ELGIN,KANE,2.09,42.0372,-88.2812,IL,60121
1529,CAROL STREAM,DUPAGE,2.09,42.0372,-88.2812,IL,60122
1530,SOUTH ELGIN,KANE,3.26,41.992656,-88.313949,IL,60177
1531,ELGIN,KANE,4.66,42.042966,-88.412258,IL,60124
1532,ELGIN,KANE,4.76,42.016286,-88.234631,IL,60120
1533,DUNDEE,KANE,5.01,42.11033,-88.300169,IL,60118
1534,GILBERTS,KANE,5.74,42.104636,-88.391216,IL,60136
1535,CARPENTERSVILLE,KANE,6.07,42.125732,-88.298059,IL,60110
1536,WAYNE,DUPAGE,6.87,41.952996,-88.255866,IL,60184
1537,BARTLETT,DUPAGE,7.3,41.976392,-88.20809,IL,60103
1538,STREAMWOOD,COOK,7.35,42.020804,-88.18116,IL,60107
1539,SAINT CHARLES,KANE,7.56,41.931912,-88.294852,IL,60174
1540,SAINT CHARLES,KANE,7.72,41.942212,-88.395403,IL,60175
1541,WASCO,KANE,8.18,41.9384,-88.4045,IL,60183
